Year,quarter,citymarketid_1,citymarketid_2,city1,city2,nsmiles,passengers,fare,carrier_lg,large_ms,fare_lg,carrier_low,lf_ms,fare_low,TotalFaredPax_city1,TotalPerLFMkts_city1,TotalPerPrem_city1,TotalFaredPax_city2,TotalPerLFMkts_city2,TotalPerPrem_city2,fare_per_miles,cpi_adj,fare_real,fare_lg_real,fare_low_real
2022,2,30977,31136,"Chicago, IL","Jacksonville, FL",864,628,267.98,UA,0.3572,296.5,WN,0.3038,216.12,4946365.0,0.77455,0.0177999999999999,1295750.0,0.8222,0.0529,0.31016203703703704,102.3515384596872,261.82312843841447,289.68787813265874,211.15461794951165
2022,2,31454,33214,"Orlando, FL","San Antonio, TX",1041,627,257.08,WN,0.5633,253.75,F9,0.1779,144.26,8267960.0,0.9438,-0.0946,1720100.0,0.9006,0.0465,0.246954851104707,102.3515384596872,251.1735572018344,247.920064337815,140.94560977881062
2022,2,31057,31295,"Charlotte, NC","Detroit, MI",500,625,223.84,DL,0.551,232.46,AA,0.41,213.68,3026290.0,0.4456,0.1495,3607370.0,0.7736,0.0789,0.44768,102.3515384596872,218.69725005468578,227.11920455554082,208.77067723233228
2022,2,31454,33570,"Orlando, FL","San Diego, CA",2149,622,374.41,AS,0.4807,354.53,AS,0.4807,354.53,8267960.0,0.9438,-0.0946,4176690.0,0.9538,-0.0037,0.17422522103303864,102.3515384596872,365.80788685210376,346.38463215639626,346.38463215639626
2022,2,30721,34524,"Boston, MA (Metropolitan Area)","Richmond, VA",487,622,190.25,DL,0.44,192.77,B6,0.4384,178.06,2407316.66666666,0.885466666666666,0.0320333333333333,782080.0,0.7298,-0.0301,0.3906570841889117,102.3515384596872,185.87898419810566,188.34108690601224,173.96905086104962
2022,2,34100,34027,"Philadelphia, PA","West Palm Beach/Palm Beach, FL",951,619,273.61,AA,0.7976,301.24,F9,0.1634,132.27,3744450.0,0.7986,0.0579,1296350.0,0.8635,0.0716,0.28770767613038906,102.3515384596872,267.3237785358407,294.31897608324493,129.2310814185726
2022,2,30529,33195,"Hartford, CT","Tampa, FL (Metropolitan Area)",1111,618,218.05,B6,0.3808,220.15,WN,0.3209,212.69,1147490.0,0.8184,-0.0114,2354155.0,0.9619,-0.3097,0.19626462646264628,102.3515384596872,213.0402759758052,215.092028232394,207.80342259708326
2022,2,30194,33244,"Dallas/Fort Worth, TX","Memphis, TN",431,617,189.84,AA,0.8513,189.07,WN,0.1321,179.9,4084590.0,0.774699999999999,0.06305,853100.0,0.766,0.0165,0.44046403712296983,102.3515384596872,185.47840399562878,184.72609483487955,175.76677664777506
2022,2,30977,33192,"Chicago, IL","Sacramento, CA",1790,615,368.67,UA,0.4748,393.47,WN,0.2898,356.92,4946365.0,0.77455,0.0177999999999999,2243010.0,0.9737,-0.0721,0.2059608938547486,102.3515384596872,360.19976401742764,384.42998114285746,348.7197216293712
2022,2,30466,33214,"Phoenix, AZ","San Antonio, TX",843,614,230.27,WN,0.4904,225.25,WN,0.4904,225.25,3243320.0,0.9674,-0.2406,1720100.0,0.9006,0.0465,0.27315539739027284,102.3515384596872,224.9795200593839,220.07485514125253,220.07485514125253
2022,2,30423,31650,"Austin, TX","Minneapolis/St. Paul, MN",1042,612,249.8,DL,0.714,263.16,WN,0.2254,197.25,3590040.0,0.9204,-0.0244,3993910.0,0.9401,0.0516,0.2397312859884837,102.3515384596872,244.0608160456599,257.1138684971011,192.718158386735
2022,2,30721,31135,"Boston, MA (Metropolitan Area)","Myrtle Beach, SC",756,611,143.57,NK,0.7426,112.13,NK,0.7426,112.13,2407316.66666666,0.885466666666666,0.0320333333333333,775720.0,0.9712,-0.2898,0.18990740740740739,102.3515384596872,140.27146260878857,109.55380025300175,109.55380025300175
2022,2,31295,31650,"Detroit, MI","Minneapolis/St. Paul, MN",528,610,300.92,DL,0.8334,330.95,NK,0.1171,113.03,3607370.0,0.7736,0.0789,3993910.0,0.9401,0.0516,0.5699242424242424,102.3515384596872,294.00632812033615,323.3463853895562,110.43312264868268
2022,2,30397,31714,"Atlanta, GA (Metropolitan Area)","Fort Myers, FL",515,610,204.36,DL,0.8693,211.29,WN,0.1126,151.03,7463050.0,0.8902,0.1202,2088820.0,0.9198,-0.0167,0.39681553398058256,102.3515384596872,199.6648053126143,206.43558775935736,147.5600682440993
2022,2,30647,30194,"Cleveland, OH (Metropolitan Area)","Dallas/Fort Worth, TX",1023,608,299.39,AA,0.6847,334.96,NK,0.1263,142.44,907055.0,0.75455,-0.0910499999999999,4084590.0,0.774699999999999,0.06305,0.2926588465298143,102.3515384596872,292.51148004767856,327.2642551747567,139.16742448976697
2022,2,30423,31295,"Austin, TX","Detroit, MI",1149,608,263.07,DL,0.8511,267.39,WN,0.0784,204.44,3590040.0,0.9204,-0.0244,3607370.0,0.7736,0.0789,0.2289556135770235,102.3515384596872,257.025936257533,261.2466837568014,199.7429673033415
2022,2,33192,30852,"Sacramento, CA","Washington, DC (Metropolitan Area)",2395,608,425.08,UA,0.5081,414.37,WN,0.227,381.91,2243010.0,0.9737,-0.0721,3085150.0,0.639633333333333,0.0749333333333333,0.17748643006263048,102.3515384596872,415.31373772893954,404.8498012203366,373.13557348277806
2022,2,30194,30198,"Dallas/Fort Worth, TX","Pittsburgh, PA",1067,606,306.85,AA,0.8276,312.01,WN,0.0999,240.2,4084590.0,0.774699999999999,0.06305,1582850.0,0.8293,0.0242,0.28758200562324276,102.3515384596872,299.80008568298933,304.8415340848932,234.6813771583967
2022,2,33244,31703,"Memphis, TN","New York City, NY (Metropolitan Area)",1002,604,249.26,AA,0.3971,233.36,AA,0.3971,233.36,853100.0,0.766,0.0165,2775238.33333333,0.829349999999999,-0.1068,0.24876247504990018,102.3515384596872,243.5332226082513,227.99852695122175,227.99852695122175
2022,2,30721,33198,"Boston, MA (Metropolitan Area)","Kansas City, MO",1256,603,214.47,DL,0.4992,232.43,B6,0.2799,148.97,2407316.66666666,0.885466666666666,0.0320333333333333,1854790.0,0.9136,0.0568,0.1707563694267516,102.3515384596872,209.5425268907633,227.08989380901812,145.5473969828741
2022,2,31453,33198,"Houston, TX","Kansas City, MO",666,597,238.04,WN,0.5777,212.6,WN,0.5777,212.6,2744710.0,0.8396,0.00639999999999999,1854790.0,0.9136,0.0568,0.3574174174174174,102.3515384596872,232.5710034087625,207.71549035751516,207.71549035751516
2022,2,30647,30852,"Cleveland, OH (Metropolitan Area)","Washington, DC (Metropolitan Area)",314,594,184.7,AA,0.3667,196.28,WN,0.2989,159.18,907055.0,0.75455,-0.0910499999999999,3085150.0,0.639633333333333,0.0749333333333333,0.5882165605095541,102.3515384596872,180.45649609140662,191.7704442491678,155.5228210494321
2022,2,30721,34057,"Boston, MA (Metropolitan Area)","Portland, OR",2537,594,414.27,AS,0.5714,386.78,AS,0.5714,386.78,2407316.66666666,0.885466666666666,0.0320333333333333,2685860.0,0.7903,0.0277,0.1632912889239259,102.3515384596872,404.75209873192756,377.8936846682959,377.8936846682959
2022,2,32467,34524,"Miami, FL (Metropolitan Area)","Richmond, VA",825,594,173.23,NK,0.3286,106.52,NK,0.3286,106.52,4341625.0,0.92085,-0.11065,782080.0,0.7298,-0.0301,0.20997575757575757,102.3515384596872,169.25002067089534,104.07269065325735,104.07269065325735
2022,2,30792,33195,"Buffalo, NY","Tampa, FL (Metropolitan Area)",1053,593,203.92,WN,0.508,237.12,F9,0.349,122.07,813230.0,0.829,-0.0642,2354155.0,0.9619,-0.3097,0.19365622032288698,102.3515384596872,199.2349143636147,231.6721405153998,119.26542760085547
2022,2,33044,30852,"Louisville, KY","Washington, DC (Metropolitan Area)",495,593,205.51,WN,0.4229,171.87,WN,0.4229,171.87,728830.0,0.8324,0.0608,3085150.0,0.639633333333333,0.0749333333333333,0.41517171717171714,102.3515384596872,200.7883839293177,167.92126682853308,167.92126682853308
2022,2,30140,30466,"Albuquerque, NM","Phoenix, AZ",328,591,174.72,WN,0.6603,173.64,WN,0.6603,173.64,859310.0,0.9527,-0.0039,3243320.0,0.9674,-0.2406,0.5326829268292683,102.3515384596872,170.70578774818932,169.6506008733722,169.6506008733722
2022,2,30693,34492,"Nashville, TN","Raleigh/Durham, NC",442,588,197.75,WN,0.5125,180.1,WN,0.5125,180.1,3336830.0,0.9676,0.0451,2267730.0,0.8264,0.0412,0.4473981900452489,102.3515384596872,193.20667082877998,175.96218162459303,175.96218162459303
2022,2,33105,31714,"Cincinnati, OH","Fort Myers, FL",879,587,174.49,F9,0.549,120.33,F9,0.549,120.33,1436510.0,0.8665,0.0036,2088820.0,0.9198,-0.0167,0.19850967007963596,102.3515384596872,170.48107202484866,117.56540430253904,117.56540430253904
2022,2,34100,33570,"Philadelphia, PA","San Diego, CA",2370,584,454.95,AA,0.7901,467.18,F9,0.0196,176.93,3744450.0,0.7986,0.0579,4176690.0,0.9538,-0.0037,0.1919620253164557,102.3515384596872,444.49747101670516,456.4464853491248,172.86501274202803
2022,2,30325,31714,"Denver, CO","Fort Myers, FL",1607,578,282.13,UA,0.601,310.81,F9,0.2224,164.79,7690050.0,0.9596,-0.0227,2088820.0,0.9198,-0.0167,0.17556316116988177,102.3515384596872,275.64803054828667,303.66910422398536,161.00393064917648
2022,2,31057,31650,"Charlotte, NC","Minneapolis/St. Paul, MN",930,575,270.15,AA,0.5161,255.85,AA,0.5161,255.85,3026290.0,0.4456,0.1495,3993910.0,0.9401,0.0516,0.2904838709677419,102.3515384596872,263.9432724368895,249.97181659440383,249.97181659440383
2022,2,30397,33342,"Atlanta, GA (Metropolitan Area)","Milwaukee, WI",669,575,224.11,DL,0.7298,243.26,WN,0.254,168.54,7463050.0,0.8902,0.1202,1074430.0,0.8638,0.0057,0.33499252615844544,102.3515384596872,218.96104677339005,237.67107330371184,164.66777396451366
2022,2,31295,34100,"Detroit, MI","Philadelphia, PA",453,575,246.08,DL,0.4896,268.29,AA,0.4009,248.22,3607370.0,0.7736,0.0789,3744450.0,0.7986,0.0579,0.5432229580573952,102.3515384596872,240.4262834768454,262.1260061524824,242.51711672879782
2022,2,30721,31066,"Boston, MA (Metropolitan Area)","Columbus, OH",640,574,228.2,AA,0.4238,220.87,AA,0.4238,220.87,2407316.66666666,0.885466666666666,0.0320333333333333,759770.0,0.927999999999999,-0.2662,0.3565625,102.3515384596872,222.95707854931777,215.79548614893872,215.79548614893872
2022,2,33198,33195,"Kansas City, MO","Tampa, FL (Metropolitan Area)",1048,573,211.85,WN,0.7811,212.68,G4,0.0989,104.45,1854790.0,0.9136,0.0568,2354155.0,0.9619,-0.3097,0.2021469465648855,102.3515384596872,206.98272169444772,207.79365234824238,102.05024914319125
2022,2,33044,31454,"Louisville, KY","Orlando, FL",719,573,184.89,WN,0.4519,199.15,NK,0.3675,111.5,728830.0,0.8324,0.0608,8267960.0,0.9438,-0.0946,0.2571488178025035,102.3515384596872,180.6421308193837,194.57450566650587,108.93827457602512
2022,2,30325,30198,"Denver, CO","Pittsburgh, PA",1290,572,287.31,UA,0.4693,335.66,F9,0.1324,190.56,7690050.0,0.9596,-0.0227,1582850.0,0.8293,0.0242,0.22272093023255815,102.3515384596872,280.70901944787244,327.9481725936197,186.18186191217353
2022,2,32211,33316,"Las Vegas, NV","Omaha, NE",1099,571,199.23,WN,0.595,226.34,G4,0.1093,97.63,8077110.0,0.9886,-0.1298,854550.0,0.9024,0.0984,0.18128298453139216,102.3515384596872,194.65266765723302,221.13981226491055,95.38693943369805
2022,2,31066,30325,"Columbus, OH","Denver, CO",1154,568,254.08,WN,0.4183,238.22,F9,0.149,156.3,759770.0,0.927999999999999,-0.2662,7690050.0,0.9596,-0.0227,0.22017331022530331,102.3515384596872,248.2424825495647,232.7468678878987,152.70898938325317
2022,2,30721,34685,"Boston, MA (Metropolitan Area)","Savannah, GA",917,568,243.97,B6,0.4566,238.33,B6,0.4566,238.33,2407316.66666666,0.885466666666666,0.0320333333333333,728950.0,0.7802,0.0358,0.2660523446019629,102.3515384596872,238.36476097141568,232.85434062514858,232.85434062514858
2022,2,34685,30852,"Savannah, GA","Washington, DC (Metropolitan Area)",549,566,202.89,WN,0.3728,169.69,WN,0.3728,169.69,728950.0,0.7802,0.0358,3085150.0,0.639633333333333,0.0749333333333333,0.36956284153005464,102.3515384596872,198.2285787330021,165.79135258121707,165.79135258121707
2022,2,30713,30466,"Boise, ID","Phoenix, AZ",749,564,186.87,WN,0.5133,172.65,WN,0.5133,172.65,773410.0,0.6366,-0.0397,3243320.0,0.9674,-0.2406,0.24949265687583444,102.3515384596872,182.57664008988175,168.68334623812322,168.68334623812322
2022,2,31123,33195,"St. Louis, MO","Tampa, FL (Metropolitan Area)",869,562,207.44,WN,0.8682,197.91,WN,0.8682,197.91,2080820.0,0.9433,0.0163,2354155.0,0.9619,-0.3097,0.23871116225546604,102.3515384596872,202.67404195561122,193.36299481023437,193.36299481023437
2022,2,31703,34576,"New York City, NY (Metropolitan Area)","Rochester, NY",285,562,179.4,DL,0.4663,199.8,UA,0.3213,153.03,2775238.33333333,0.829349999999999,-0.1068,437910.0,0.7251,-0.0173,0.6294736842105263,102.3515384596872,175.2782642057301,195.20957184116432,149.51411801227914
2022,2,33105,32575,"Cincinnati, OH","Los Angeles, CA (Metropolitan Area)",1900,562,382.44,DL,0.447,455.17,G4,0.1137,143.37,1436510.0,0.8665,0.0036,2751880.0,0.90786,-0.06786,0.2012842105263158,102.3515384596872,373.6533966713457,444.712416491205,140.0760576319706
2022,2,34492,30559,"Raleigh/Durham, NC","Seattle, WA",2354,560,374.95,AS,0.5045,359.42,AS,0.5045,359.42,2267730.0,0.8264,0.0412,5695210.0,0.5944,-0.0207,0.15928207306711978,102.3515384596872,366.33548028951225,351.16228383959594,351.16228383959594
2022,2,33198,30559,"Kansas City, MO","Seattle, WA",1489,560,308.79,AS,0.5868,295.5,AS,0.5868,295.5,1854790.0,0.9136,0.0568,5695210.0,0.5944,-0.0207,0.2073807924781733,102.3515384596872,301.69551395812374,288.7108532485688,288.7108532485688
2022,2,30325,33316,"Denver, CO","Omaha, NE",472,554,172.02,WN,0.5367,170.74,F9,0.1211,94.8,7690050.0,0.9596,-0.0227,854550.0,0.9024,0.0984,0.3644491525423729,102.3515384596872,168.06782056114656,166.81722870951148,92.6219590117236
2022,2,30423,33195,"Austin, TX","Tampa, FL (Metropolitan Area)",928,554,218.28,WN,0.4717,216.65,AA,0.446,209.15,3590040.0,0.9204,-0.0244,2354155.0,0.9619,-0.3097,0.23521551724137932,102.3515384596872,213.26499169914587,211.6724411380793,204.34475450740499
2022,2,30977,33244,"Chicago, IL","Memphis, TN",491,553,208.13,WN,0.4713,164.23,WN,0.4713,164.23,4946365.0,0.77455,0.0177999999999999,853100.0,0.766,0.0165,0.4238900203665988,102.3515384596872,203.34818912563324,160.45679671408612,160.45679671408612
2022,2,30135,34761,"Allentown/Bethlehem/Easton, PA","Sanford, FL",882,552,108.03,G4,1.0,108.03,G4,1.0,108.03,164710.0,0.7271,-0.3342,592780.0,1.0,-0.5512,0.12248299319727891,102.3515384596872,105.54799822823313,105.54799822823313,105.54799822823313
2022,2,31295,33495,"Detroit, MI","New Orleans, LA",926,551,208.98,DL,0.5843,262.43,NK,0.3411,116.15,3607370.0,0.7736,0.0789,2407230.0,0.9654,-0.0025,0.2256803455723542,102.3515384596872,204.17866027710969,256.40064033171546,113.48144028704321
2022,2,30194,31136,"Dallas/Fort Worth, TX","Jacksonville, FL",918,550,286.39,AA,0.822,286.32,UA,0.015,254.69,4084590.0,0.774699999999999,0.06305,1295750.0,0.8222,0.0529,0.31197167755991284,102.3515384596872,279.8101565545097,279.74176481262344,248.83846772885954
2022,2,32211,33244,"Las Vegas, NV","Memphis, TN",1416,546,190.21,G4,0.3482,118.65,G4,0.3482,118.65,8077110.0,0.9886,-0.1298,853100.0,0.766,0.0165,0.13432909604519774,102.3515384596872,185.83990320274205,115.92400249726799,115.92400249726799
2022,2,32467,33214,"Miami, FL (Metropolitan Area)","San Antonio, TX",1145,545,295.81,AA,0.4783,301.17,WN,0.249,235.33,4341625.0,0.92085,-0.11065,1720100.0,0.9006,0.0465,0.2583493449781659,102.3515384596872,289.0137309626367,294.2505843413586,229.92326597287885
2022,2,30977,33316,"Chicago, IL","Omaha, NE",423,544,210.22,WN,0.4487,183.22,WN,0.4487,183.22,4946365.0,0.77455,0.0177999999999999,854550.0,0.9024,0.0984,0.4969739952718676,102.3515384596872,205.39017113338116,179.01049926295357,179.01049926295357
2022,2,31454,35096,"Orlando, FL","Syracuse, NY",1053,542,197.5,F9,0.3776,139.85,F9,0.3776,139.85,8267960.0,0.9438,-0.0946,468900.0,0.6921,-0.0491,0.18755935422602088,102.3515384596872,192.9624146077575,136.6369300399741,136.6369300399741
2022,2,30423,33495,"Austin, TX","New Orleans, LA",444,541,173.3,WN,0.752,165.27,WN,0.752,165.27,3590040.0,0.9204,-0.0244,2407230.0,0.9654,-0.0025,0.3903153153153153,102.3515384596872,169.31841241278167,161.47290259353966,161.47290259353966
2022,2,30140,32457,"Albuquerque, NM","San Francisco, CA (Metropolitan Area)",896,540,233.81,WN,0.6247,218.07,WN,0.6247,218.07,859310.0,0.9527,-0.0039,3052830.0,0.872633333333333,-0.0513,0.26094866071428574,102.3515384596872,228.4381881490622,213.05981647348696,213.05981647348696
2022,2,33105,30194,"Cincinnati, OH","Dallas/Fort Worth, TX",812,539,291.32,AA,0.7493,309.9,F9,0.1312,135.87,1436510.0,0.8665,0.0036,4084590.0,0.774699999999999,0.06305,0.35876847290640396,102.3515384596872,284.626889233073,302.7800115794635,132.74837100129628
2022,2,31066,30466,"Columbus, OH","Phoenix, AZ",1670,538,332.04,AA,0.4644,348.33,WN,0.4578,302.85,759770.0,0.927999999999999,-0.2662,3243320.0,0.9674,-0.2406,0.19882634730538923,102.3515384596872,324.4113425132142,340.3270778750388,295.8919861466297
2022,2,30158,31454,"Atlantic City, NJ","Orlando, FL",852,536,114.28,NK,1.0,114.28,NK,1.0,114.28,161560.0,1.0,-0.5116,8267960.0,0.9438,-0.0946,0.13413145539906104,102.3515384596872,111.65440375379508,111.65440375379508,111.65440375379508
2022,2,30721,33342,"Boston, MA (Metropolitan Area)","Milwaukee, WI",860,532,196.87,DL,0.5814,213.64,B6,0.3143,146.11,2407316.66666666,0.885466666666666,0.0320333333333333,1074430.0,0.8638,0.0057,0.2289186046511628,102.3515384596872,192.34688893078086,208.73159623696867,142.75310581437697
2022,2,33495,33195,"New Orleans, LA","Tampa, FL (Metropolitan Area)",488,531,158.96,WN,0.6894,160.98,NK,0.2419,106.48,2407230.0,0.9654,-0.0025,2354155.0,0.9619,-0.3097,0.3257377049180328,102.3515384596872,155.30787557493232,157.2814658407939,104.03360965789376
2022,2,30140,30194,"Albuquerque, NM","Dallas/Fort Worth, TX",580,530,208.59,AA,0.5008,213.56,WN,0.49,202.6,859310.0,0.9527,-0.0039,4084590.0,0.774699999999999,0.06305,0.35963793103448277,102.3515384596872,203.79762057231463,208.6534342462415,197.94524151661605
2022,2,31453,34653,"Houston, TX","Tulsa, OK",453,528,181.44,UA,0.5163,199.13,WN,0.4445,158.62,2744710.0,0.8396,0.00639999999999999,542040.0,0.8596,-0.0109,0.40052980132450333,102.3515384596872,177.27139496927353,194.55496516882405,154.97568711434175
2022,2,30423,34100,"Austin, TX","Philadelphia, PA",1430,527,332.98,AA,0.7628,346.9,NK,0.0213,146.34,3590040.0,0.9204,-0.0244,3744450.0,0.7986,0.0579,0.23285314685314687,102.3515384596872,325.3297459042587,338.92993229079025,142.97782153771763
2022,2,33198,32467,"Kansas City, MO","Miami, FL (Metropolitan Area)",1251,523,262.34,WN,0.5381,240.45,WN,0.5381,240.45,1854790.0,0.9136,0.0568,4341625.0,0.92085,-0.11065,0.20970423661071141,102.3515384596872,256.3127080921473,234.9256333794192,234.9256333794192
2022,2,31638,32211,"Fresno, CA","Las Vegas, NV",259,523,107.65,WN,0.5671,114.19,G4,0.4175,94.95,329120.0,0.7016,0.0078,8077110.0,0.9886,-0.1298,0.41563706563706565,102.3515384596872,105.17672877227896,111.56647151422698,92.76851274433709
2022,2,30194,33342,"Dallas/Fort Worth, TX","Milwaukee, WI",853,522,252.52,AA,0.7198,249.95,WN,0.221,234.97,4084590.0,0.774699999999999,0.06305,1074430.0,0.8638,0.0057,0.2960375146541618,102.3515384596872,246.71832373038444,244.20736977827335,229.5715370146065
2022,2,31454,35356,"Orlando, FL","Trenton, NJ",896,522,113.24,F9,0.9996,113.26,F9,0.9996,113.26,8267960.0,0.9438,-0.0946,145140.0,1.0,-0.5108,0.12638392857142858,102.3515384596872,110.63829787434156,110.65783837202336,110.65783837202336
2022,2,30466,31884,"Phoenix, AZ","Spokane, WA",1034,522,246.88,WN,0.4143,237.04,G4,0.1262,110.08,3243320.0,0.9674,-0.2406,667840.0,0.6818,-0.0426,0.23876208897485493,102.3515384596872,241.20790338411732,231.5939785246726,107.55089924061744
2022,2,31136,32467,"Jacksonville, FL","Miami, FL (Metropolitan Area)",335,520,164.46,AA,0.621,182.21,B6,0.2805,137.46,1295750.0,0.8222,0.0529,4341625.0,0.92085,-0.11065,0.4909253731343284,102.3515384596872,160.68151243742685,178.02370413002276,134.30184056699923
2022,2,30466,34570,"Phoenix, AZ","Reno, NV",601,515,195.29,WN,0.6527,178.3,WN,0.6527,178.3,3243320.0,0.9674,-0.2406,729260.0,0.9369,-0.0415,0.32494176372712147,102.3515384596872,190.8031896139188,174.20353683323123,174.20353683323123
2022,2,30977,34986,"Chicago, IL","Sarasota/Bradenton, FL",1050,514,239.53,WN,0.5572,204.63,WN,0.5572,204.63,4946365.0,0.77455,0.0177999999999999,758250.0,0.9285,-0.1148,0.22812380952380953,102.3515384596872,234.02677048605648,199.92860203131858,199.92860203131858
2022,2,33244,31454,"Memphis, TN","Orlando, FL",684,513,180.62,NK,0.2686,100.49,NK,0.2686,100.49,853100.0,0.766,0.0165,8267960.0,0.9438,-0.0946,0.2640643274853801,102.3515384596872,176.4702345643198,98.18123060219519,98.18123060219519
2022,2,30325,33851,"Denver, CO","Oklahoma City, OK",495,513,180.81,WN,0.5592,170.54,F9,0.1669,100.08,7690050.0,0.9596,-0.0227,697850.0,0.9005,0.0416,0.3652727272727273,102.3515384596872,176.65586929229687,166.62182373269349,97.78065039971833
2022,2,30397,33667,"Atlanta, GA (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",516,513,223.2,DL,0.8558,223.28,WN,0.0249,199.77,7463050.0,0.8902,0.1202,434165.0,0.39265,0.07985,0.4325581395348837,102.3515384596872,218.0719541288682,218.15011611959542,195.18026109464162
2022,2,31453,33851,"Houston, TX","Oklahoma City, OK",419,512,193.05,UA,0.4988,204.29,WN,0.4688,175.47,2744710.0,0.8396,0.00639999999999999,697850.0,0.9005,0.0416,0.4607398568019093,102.3515384596872,188.61465387355742,199.596413570728,171.43855641125674
2022,2,31454,34057,"Orlando, FL","Portland, OR",2534,512,374.44,AS,0.5936,367.31,AS,0.5936,367.31,8267960.0,0.9438,-0.0946,2685860.0,0.7903,0.0277,0.1477663772691397,102.3515384596872,365.8371975986264,358.87101017506535,358.87101017506535
2022,2,30977,34685,"Chicago, IL","Savannah, GA",773,511,243.07,UA,0.4699,282.11,WN,0.2939,201.59,4946365.0,0.77455,0.0177999999999999,728950.0,0.7802,0.0358,0.31445019404915914,102.3515384596872,237.48543857573475,275.6284900506049,196.95844638368524
2022,2,30977,33667,"Chicago, IL","Norfolk, VA (Metropolitan Area)",717,511,199.47,UA,0.4654,200.6,WN,0.2786,177.83,4946365.0,0.77455,0.0177999999999999,434165.0,0.39265,0.07985,0.2782008368200837,102.3515384596872,194.88715362941463,195.99119174843622,173.74433513770896
2022,2,31714,32337,"Fort Myers, FL","Indianapolis, IN",945,510,237.31,WN,0.634,245.5,NK,0.1803,133.03,2088820.0,0.9198,-0.0167,1687320.0,0.8374,0.0571,0.25112169312169313,102.3515384596872,231.85777524337686,239.85960904407324,129.9736203304809
2022,2,30615,31453,"El Paso, TX","Houston, TX",677,509,209.02,WN,0.6441,188.76,WN,0.6441,188.76,699930.0,0.9346,-0.0237,2744710.0,0.8396,0.00639999999999999,0.30874446085672086,102.3515384596872,204.2177412724733,184.42321712081167,184.42321712081167
2022,2,34321,30852,"Portland, ME","Washington, DC (Metropolitan Area)",493,509,202.66,WN,0.4009,179.71,WN,0.4009,179.71,374430.0,0.6447,0.0502,3085150.0,0.639633333333333,0.0749333333333333,0.41107505070993916,102.3515384596872,198.00386300966144,175.58114191979797,175.58114191979797
2022,2,32575,33316,"Los Angeles, CA (Metropolitan Area)","Omaha, NE",1330,507,285.38,WN,0.403,266.63,G4,0.1219,106.46,2751880.0,0.90786,-0.06786,854550.0,0.9024,0.0984,0.21457142857142858,102.3515384596872,278.8233614215789,260.50414484489306,104.01406916021196
2022,2,30423,31123,"Austin, TX","St. Louis, MO",721,506,178.52,WN,0.6727,177.38,AA,0.2941,175.43,3590040.0,0.9204,-0.0244,2080820.0,0.9433,0.0163,0.24760055478502083,102.3515384596872,174.41848230773098,173.30467393986848,171.39947541589316
2022,2,30397,34057,"Atlanta, GA (Metropolitan Area)","Portland, OR",2172,505,458.34,DL,0.7963,477.88,F9,0.0139,205.05,7463050.0,0.8902,0.1202,2685860.0,0.7903,0.0277,0.2110220994475138,102.3515384596872,447.80958537376995,466.90065160888685,200.33895248263633
2022,2,30397,33244,"Atlanta, GA (Metropolitan Area)","Memphis, TN",332,505,204.71,DL,0.7567,225.38,WN,0.232,136.58,7463050.0,0.8902,0.1202,853100.0,0.766,0.0165,0.6165963855421687,102.3515384596872,200.00676402204576,220.20186837618422,133.44205866900012
2022,2,31453,34492,"Houston, TX","Raleigh/Durham, NC",1050,503,295.41,UA,0.5419,312.75,WN,0.2349,261.61,2744710.0,0.8396,0.00639999999999999,2267730.0,0.8264,0.0412,0.2813428571428572,102.3515384596872,288.6229210090008,305.56453249911976,255.59947992676175
2022,2,30423,34492,"Austin, TX","Raleigh/Durham, NC",1162,503,254.7,AA,0.4101,256.35,WN,0.3079,230.95,3590040.0,0.9204,-0.0244,2267730.0,0.8264,0.0412,0.21919104991394148,102.3515384596872,248.84823797770042,250.4603290364488,225.64389698056502
2022,2,30423,34614,"Austin, TX","Salt Lake City, UT",1086,502,251.49,DL,0.7389,255.64,WN,0.2096,225.95,3590040.0,0.9204,-0.0244,2910960.0,0.8096,0.0534,0.23157458563535913,102.3515384596872,245.71198809977182,249.76664136874493,220.75877256011546
2022,2,32337,32457,"Indianapolis, IN","San Francisco, CA (Metropolitan Area)",1943,500,409.83,UA,0.5189,423.64,WN,0.2277,372.84,1687320.0,0.8374,0.0571,3052830.0,0.872633333333333,-0.0513,0.2109264024704066,102.3515384596872,400.4141082465684,413.90682189585004,364.27395778408254
2022,2,31057,33195,"Charlotte, NC","Tampa, FL (Metropolitan Area)",507,499,278.11,AA,0.9271,279.45,DL,0.0553,265.74,3026290.0,0.4456,0.1495,2354155.0,0.9619,-0.3097,0.5485404339250494,102.3515384596872,271.72039051424525,273.0296038589257,259.63459269805304
2022,2,30559,31123,"Seattle, WA","St. Louis, MO",1709,498,341.92,AS,0.6556,325.57,AS,0.6556,325.57,5695210.0,0.5944,-0.0207,2080820.0,0.9433,0.0163,0.20007021650087772,102.3515384596872,334.06434836802254,318.0899915131524,318.0899915131524
2022,2,31453,30198,"Houston, TX","Pittsburgh, PA",1131,497,338.76,UA,0.6508,367.47,WN,0.2038,261.35,2744710.0,0.8396,0.00639999999999999,1582850.0,0.8293,0.0242,0.29952254641909815,102.3515384596872,330.9769497342984,359.02733415651977,255.34545345689835
