iter	RMSE
145	27.99463528
146	27.95835168
147	27.92876895
148	27.89936247
149	27.8659737
150	27.83201924
151	27.78581106
152	27.75205315
153	27.7228507
154	27.69204556
155	27.66658832
156	27.64093319
157	27.61206797
158	27.58951958
159	27.55165777
160	27.52530747
161	27.50353022
162	27.47586104
163	27.45644588
164	27.41521918
165	27.39489178
166	27.35827648
167	27.33941583
168	27.31217125
169	27.28864805
170	27.26014435
171	27.22381044
172	27.20291118
173	27.17854951
174	27.1519525
175	27.1202567
176	27.0750243
177	27.0466251
178	26.99608914
179	26.96710308
180	26.94456273
181	26.91366164
182	26.87356995
183	26.84121229
184	26.81266827
185	26.76460765
186	26.74008321
187	26.71837117
188	26.70032058
189	26.67607363
190	26.66439859
191	26.62877223
192	26.59282177
193	26.57603378
194	26.54788113
195	26.52455508
196	26.49526475
197	26.46695184
198	26.45078894
199	26.42205902
200	26.40630764
201	26.3872594
202	26.36017787
203	26.32517925
204	26.28987607
205	26.26373285
206	26.24789176
207	26.22431118
208	26.20148951
209	26.17423768
210	26.15437821
211	26.13617626
212	26.11741442
213	26.09143202
214	26.07727979
215	26.05220698
216	26.03693259
217	26.01320666
218	25.9943381
219	25.9652746
220	25.94568013
221	25.92884908
222	25.90926731
223	25.89987299
224	25.87525722
225	25.8570588
226	25.8373601
227	25.82023655
228	25.79962499
229	25.78659345
230	25.77057559
231	25.75452566
232	25.73770995
233	25.71804327
234	25.703671
235	25.67961605
236	25.66182641
237	25.65145047
238	25.62732357
239	25.60030581
240	25.5698422
241	25.55386054
242	25.53923038
243	25.52356595
244	25.50041241
245	25.4800899
246	25.46160241
247	25.45564731
248	25.44283445
249	25.42357414
250	25.40782849
251	25.38834712
252	25.36769881
253	25.3461908
254	25.33221596
255	25.31703425
256	25.29543707
257	25.28606573
258	25.26257022
259	25.24162746
260	25.22018764
261	25.19174365
262	25.17568808
263	25.16122094
264	25.14960811
265	25.12525975
266	25.1133262
267	25.09781638
268	25.083968
269	25.06997478
270	25.05033429
271	25.03233017
272	25.01788217
273	25.01144357
274	24.9893923
275	24.97159152
276	24.95838295
277	24.93318067
278	24.92146885
279	24.90649869
280	24.88599827
281	24.86823896
282	24.84730095
283	24.82280926
284	24.81352352
285	24.79249029
286	24.77641803
287	24.76726525
288	24.75225175
289	24.73652848
290	24.72276087
291	24.70396886
292	24.68354432
293	24.66835399
294	24.64647528
295	24.63733019
296	24.62998015
297	24.61455904
298	24.60503088
299	24.59837584
300	24.58464072
301	24.57104764
302	24.56333754
303	24.5473137
304	24.53310434
305	24.51698712
306	24.50484103
307	24.49222608
308	24.47794309
309	24.46955116
310	24.45108252
311	24.43322405
312	24.41343594
313	24.40593958
314	24.39024302
315	24.38327591
316	24.37282768
317	24.35904469
318	24.34701447
319	24.33346613
320	24.32315698
321	24.3139826
322	24.30021946
323	24.28643162
324	24.27444657
325	24.25896671
326	24.25181432
327	24.24039586
328	24.23194062
329	24.21321949
330	24.19483587
331	24.18324393
332	24.16691115
333	24.15797973
334	24.13915205
335	24.12091514
336	24.11073786
337	24.09572902
338	24.08026199
339	24.06624033
340	24.05063611
341	24.02968476
342	24.01927397
343	24.01021622
344	23.99279022
345	23.97870692
346	23.96403388
347	23.94942112
348	23.93475334
349	23.91803691
350	23.90375798
351	23.89410706
352	23.87820503
353	23.87105274
354	23.86057308
355	23.84391845
356	23.8269888
357	23.81607536
358	23.80634551
359	23.79614114
360	23.79110243
361	23.7773747
362	23.76473583
363	23.75521502
364	23.74799473
365	23.73912221
366	23.73612526
367	23.72826734
368	23.7164972
369	23.70238898
370	23.68927206
371	23.6790377
372	23.66579419
373	23.65093856
374	23.63841502
375	23.62598945
376	23.60994656
377	23.59434618
378	23.58524912
379	23.57489612
380	23.56486688
381	23.55685108
382	23.53578871
383	23.52686753
384	23.51380199
385	23.50862567
386	23.49427529
387	23.48651783
388	23.47957413
389	23.47609376
390	23.4699769
391	23.46419963
392	23.45283136
393	23.44018641
394	23.43473449
395	23.42497038
396	23.41134396
397	23.39666564
398	23.39001699
399	23.37536351
400	23.36869675
401	23.35262876
402	23.35057499
403	23.34432484
404	23.33085561
405	23.31886963
406	23.31231073
407	23.30182988
408	23.28989168
409	23.27812627
410	23.26917605
411	23.25793682
412	23.24715342
413	23.23264821
414	23.22433685
415	23.21403433
416	23.20088705
417	23.1917576
418	23.18519429
419	23.16891629
420	23.15277864
421	23.13611947
422	23.1278408
423	23.12221269
424	23.10733584
425	23.10129364
426	23.09692709
427	23.09157711
428	23.07797117
429	23.06137586
430	23.05775736
431	23.05121512
432	23.04354064
433	23.03533303
434	23.02498938
435	23.01276923
436	23.00107676
437	22.9945399
438	22.97970387
439	22.9717262
440	22.95933055
441	22.94721751
442	22.93301054
443	22.91966339
444	22.90316019
445	22.89274189
446	22.88065413
447	22.86811187
448	22.86147257
449	22.85320745
450	22.84186789
451	22.8306806
452	22.82340595
453	22.81648618
454	22.81178933
455	22.80099666
456	22.79076457
457	22.77969028
458	22.77171231
459	22.76668676
460	22.7568685
461	22.74604881
462	22.73765313
463	22.72653398
464	22.71574255
465	22.70374152
466	22.6875817
467	22.67520775
468	22.66736884
469	22.65868781
470	22.64558525
471	22.63202848
472	22.62463532
473	22.61848432
474	22.61039588
475	22.60385789
476	22.59602572
477	22.58177932
478	22.56806958
479	22.55816943
480	22.54691188
481	22.5354507
482	22.52326659
483	22.52169231
484	22.51545123
485	22.50762678
486	22.49596217
487	22.48910888
488	22.47758652
489	22.47472208
490	22.46706815
491	22.46028527
492	22.45620977
493	22.44706106
494	22.4363083
495	22.43047508
496	22.4194775
497	22.41166386
498	22.39962876
499	22.38910766
500	22.38242444
501	22.3639613
502	22.3593899
503	22.35640177
504	22.34636287
505	22.3376769
506	22.33210437
507	22.32372031
508	22.31051715
509	22.30387183
510	22.29332692
511	22.28835856
512	22.28413942
513	22.27380385
514	22.27218431
515	22.26276811
516	22.25087697
517	22.24197807
518	22.23786645
519	22.2262602
520	22.21515692
521	22.20521045
522	22.19414409
523	22.19328714
524	22.18840069
525	22.18036894
526	22.16841363
527	22.16427603
528	22.15421543
529	22.15189669
530	22.14262518
531	22.13349694
532	22.12793234
533	22.12341094
534	22.1177749
535	22.11557271
536	22.11246652
537	22.10352787
538	22.09587406
539	22.08407905
540	22.07527251
541	22.06668709
542	22.0602665
543	22.04870822
544	22.03618139
545	22.03165845
546	22.0275158
547	22.01882362
548	22.01207324
549	22.0031826
550	21.99804119
551	21.98897306
552	21.97669728
553	21.97414852
554	21.96467294
555	21.95847954
556	21.94979827
557	21.94182054
558	21.93494713
559	21.92574565
560	21.91045443
561	21.90279893
562	21.89743975
563	21.88688061
564	21.87541276
565	21.86020793
566	21.85513354
567	21.84608195
568	21.84238241
569	21.83700617
570	21.82788286
571	21.82072805
572	21.81783266
573	21.81283952
574	21.80531687
575	21.79681753
576	21.79194913
577	21.78458343
578	21.7766051
579	21.77213516
580	21.76515919
581	21.76017209
582	21.75262539
583	21.74528944
584	21.74009526
585	21.73097127
586	21.72235723
587	21.7139075
588	21.70303632
589	21.69428784
590	21.68281914
591	21.67270719
592	21.67041188
593	21.66425683
594	21.65049036
595	21.64258118
596	21.63546713
597	21.6263148
598	21.61870129
599	21.61037401
600	21.60208427
601	21.59242996
602	21.58336721
603	21.5730329
604	21.56720017
605	21.56001698
606	21.55346273
607	21.53893922
608	21.53122567
609	21.52642162
610	21.51895528
611	21.51420527
612	21.50699272
613	21.4980709
614	21.49173496
615	21.48169228
616	21.47509164
617	21.46831565
618	21.46409664
619	21.45246079
620	21.44443124
621	21.44028026
622	21.43668215
623	21.43012384
624	21.42500776
625	21.41713455
626	21.41012836
627	21.4058806
628	21.39833033
629	21.39465205
630	21.38430037
631	21.37848938
632	21.37138563
633	21.36540576
634	21.35839877
635	21.3515952
636	21.34371298
637	21.33361092
638	21.32720328
639	21.31921467
640	21.31294019
641	21.30664308
642	21.29832567
643	21.2905366
644	21.28253795
645	21.27369344
646	21.26510496
647	21.2598894
648	21.25290245
649	21.24419817
650	21.24163058
651	21.23554363
652	21.22795919
653	21.22325183
654	21.2159071
655	21.2075111
656	21.20124785
657	21.19450994
658	21.18849218
659	21.18210355
660	21.17060071
661	21.16515372
662	21.16499832
663	21.16073063
664	21.15134166
665	21.14502535
666	21.13291479
667	21.12536736
668	21.11894643
669	21.11608829
670	21.10837602
671	21.09985266
672	21.09412919
673	21.08942033
674	21.08037065
675	21.07453624
676	21.06505106
677	21.05773812
678	21.04956617
679	21.04041776
680	21.03503957
681	21.02885461
682	21.02138706
683	21.01358015
684	21.00447093
685	20.99848583
686	20.99577718
687	20.98815248
688	20.97944675
689	20.97096052
690	20.96729797
691	20.95830857
692	20.95478905
693	20.94758337
694	20.94358497
695	20.93686535
696	20.92870761
697	20.92215681
698	20.91389443
699	20.90729072
700	20.90446004
701	20.90079582
702	20.89978802
703	20.89638867
704	20.89393582
705	20.8885437
706	20.88170677
707	20.87725915
708	20.87246688
709	20.8639936
710	20.85758684
711	20.84986173
712	20.84508682
713	20.84188228
714	20.83513842
715	20.82702518
716	20.81850265
717	20.81330575
718	20.80293489
719	20.79590371
720	20.78917815
721	20.78064334
722	20.77543302
723	20.76748149
724	20.76240456
725	20.75763603
726	20.75344407
727	20.75004512
728	20.74733493
729	20.73886709
730	20.73048838
731	20.72048518
732	20.70950231
733	20.70162456
734	20.69749236
735	20.69399913
736	20.68241049
737	20.67578176
738	20.66931974
739	20.66474664
740	20.65780975
741	20.65226131
742	20.64538031
743	20.63827581
744	20.62978187
745	20.62446429
746	20.61984233
747	20.61354909
748	20.60875875
749	20.6000808
750	20.59715538
751	20.58968212
752	20.58257589
753	20.57128163
754	20.56632369
755	20.5612173
756	20.5548905
757	20.54799161
758	20.54450665
759	20.53144972
760	20.52411577
761	20.51840879
762	20.51248529
763	20.51017681
764	20.50522768
765	20.49786319
766	20.4914106
767	20.48441434
768	20.47500188
769	20.47063074
770	20.46532569
771	20.45940015
772	20.45489517
773	20.44869629
774	20.44298462
775	20.44037746
776	20.43578931
777	20.42650301
778	20.42172807
779	20.41700727
780	20.41240598
781	20.40819267
782	20.40406077
783	20.39827118
784	20.39398626
785	20.39156734
786	20.38571091
787	20.37849844
788	20.37153038
789	20.36826738
790	20.36350421
791	20.35244908
792	20.34902403
793	20.34299068
794	20.34018126
795	20.33015279
796	20.32347577
797	20.32202288
798	20.31872336
799	20.31463
800	20.30745572
801	20.30100283
802	20.29607768
803	20.29095019
804	20.284604
805	20.27576009
806	20.27083612
807	20.26533267
808	20.25948343
809	20.24945677
810	20.24268743
811	20.23676816
812	20.2314997
813	20.22397171
814	20.22023658
815	20.21662544
816	20.21003887
817	20.20945987
818	20.20459196
819	20.19937117
820	20.19294423
821	20.18866904
822	20.1868579
823	20.18410277
824	20.17921701
825	20.17067095
826	20.16715867
827	20.15780415
828	20.15036374
829	20.14477854
830	20.1422634
831	20.13982395
832	20.13573439
833	20.12546319
834	20.1195146
835	20.11303343
836	20.10765345
837	20.10607439
838	20.09841871
839	20.09293471
840	20.08654485
841	20.07712289
842	20.07249385
843	20.06934057
844	20.06394198
845	20.05663775
846	20.05178656
847	20.04359227
848	20.03965308
849	20.03368114
850	20.02703587
851	20.02017776
852	20.01444643
853	20.00805701
854	19.99999227
855	19.99540325
856	19.98802624
857	19.98083225
858	19.97753234
859	19.971519
860	19.96950934
861	19.96554438
862	19.96188638
863	19.96094536
864	19.95642061
865	19.94854558
866	19.94216982
867	19.93498247
868	19.92731476
869	19.9232872
870	19.92011945
871	19.9136771
872	19.90414144
873	19.8957487
874	19.89376998
875	19.88862583
876	19.88157486
877	19.87470534
878	19.86690231
879	19.86119934
880	19.85795546
881	19.85249296
882	19.84017557
883	19.83425585
884	19.82665474
885	19.82494271
886	19.82119321
887	19.8142733
888	19.80950529
889	19.8039472
890	19.80074095
891	19.7969224
892	19.79011422
893	19.78408813
894	19.77944146
895	19.77072879
896	19.76777259
897	19.76093457
898	19.75706506
899	19.75488817
900	19.7507677
901	19.74391183
902	19.73790957
903	19.73670688
904	19.72996533
905	19.72361888
906	19.7176918
907	19.71474409
908	19.71214148
909	19.70777668
910	19.69960023
911	19.69415555
912	19.68824882
913	19.68440893
914	19.67962075
915	19.67635565
916	19.67119272
917	19.66910381
918	19.66389751
919	19.65945932
920	19.65315588
921	19.64922608
922	19.64077097
923	19.63575959
924	19.63132399
925	19.62570224
926	19.61943243
927	19.61181429
928	19.6099428
929	19.60192215
930	19.60066688
931	19.59124989
932	19.58306687
933	19.57814057
934	19.57537733
935	19.57518379
936	19.57356902
937	19.57004819
938	19.56915234
939	19.5643704
940	19.56071059
941	19.55553979
942	19.54856197
943	19.54322215
944	19.54307439
945	19.53885714
946	19.53406964
947	19.52672318
948	19.52561637
949	19.51845446
950	19.51359953
951	19.50859192
952	19.50621822
953	19.50090006
954	19.49751562
955	19.49587077
956	19.48817713
957	19.48013838
958	19.47822709
959	19.46897918
960	19.46609514
961	19.46014677
962	19.45742889
963	19.44934374
964	19.44486403
965	19.44339184
966	19.43691745
967	19.43137234
968	19.42610896
969	19.41976409
970	19.41667257
971	19.41119416
972	19.40496783
973	19.40041687
974	19.39483503
975	19.39284577
976	19.39097144
977	19.38485512
978	19.37801948
979	19.37274477
980	19.36919924
981	19.36663263
982	19.35867527
983	19.3533555
984	19.35278746
985	19.34700054
986	19.34213692
987	19.33654194
988	19.33189703
989	19.32517514
990	19.32019262
991	19.31541273
992	19.31306485
993	19.30896977
994	19.30049484
995	19.29626487
996	19.29205764
997	19.2853474
998	19.28055191
999	19.27277273
1000	19.27243241
1001	19.27012249
1002	19.26631905
1003	19.26160391
1004	19.25506777
1005	19.25293177
1006	19.24610765
1007	19.24216964
1008	19.2354373
1009	19.23512641
1010	19.23024463
1011	19.22468256
1012	19.22302134
1013	19.22055242
1014	19.21372995
1015	19.20783885
1016	19.20226136
1017	19.19942877
1018	19.19355452
1019	19.18911232
1020	19.18665185
1021	19.18066563
1022	19.17620203
1023	19.1704982
1024	19.16471749
1025	19.16116155
1026	19.15659145
1027	19.1503397
1028	19.14632034
1029	19.14216614
1030	19.13665709
1031	19.13465332
1032	19.13159782
1033	19.12863977
1034	19.12373133
1035	19.12185346
1036	19.1169861
1037	19.10748108
1038	19.10556463
1039	19.09984841
1040	19.09354674
1041	19.08964522
1042	19.08104422
1043	19.07517716
1044	19.07373142
1045	19.06670925
1046	19.06240834
1047	19.05790536
1048	19.0517719
1049	19.04738948
1050	19.04274885
1051	19.03731977
1052	19.03149306
1053	19.02726892
1054	19.02298001
1055	19.0196132
1056	19.01828913
1057	19.01495464
1058	19.00869519
1059	19.00839256
1060	19.00386624
1061	18.9980751
1062	18.99085674
1063	18.98386639
1064	18.9802878
1065	18.97435055
1066	18.97045178
1067	18.96281634
1068	18.96065736
1069	18.95594223
1070	18.94822151
1071	18.94270597
1072	18.9380221
1073	18.93072619
1074	18.92578194
1075	18.92143826
1076	18.91554768
1077	18.91024171
1078	18.90468607
1079	18.90010008
1080	18.89395414
1081	18.88804185
1082	18.88330046
1083	18.8763001
1084	18.87550249
1085	18.86811816
1086	18.8630231
1087	18.8566674
1088	18.85240712
1089	18.84641327
1090	18.84053937
1091	18.8342823
1092	18.82964432
1093	18.8257012
1094	18.8230568
1095	18.8167694
1096	18.81095762
1097	18.80569888
1098	18.79867732
1099	18.79710306
1100	18.78773506
1101	18.78305392
1102	18.77971816
1103	18.77152607
1104	18.76807259
1105	18.76213881
1106	18.75601956
1107	18.74874044
1108	18.74325704
1109	18.73869036
1110	18.7328679
1111	18.72858521
1112	18.72502353
1113	18.72341281
1114	18.72037072
1115	18.71811139
1116	18.71470877
1117	18.71010261
1118	18.70475269
1119	18.70315248
1120	18.7003247
1121	18.69451445
1122	18.68877529
1123	18.68602277
1124	18.68062538
1125	18.67613343
1126	18.67100698
1127	18.66590144
1128	18.65947964
1129	18.65448913
1130	18.65023804
1131	18.64686831
1132	18.64532424
1133	18.64137291
1134	18.63831392
1135	18.63226765
1136	18.62631975
1137	18.62165411
1138	18.61790329
1139	18.61204847
1140	18.60933225
1141	18.60689718
1142	18.60687276
1143	18.60070283
1144	18.59621359
1145	18.5926692
1146	18.58953142
1147	18.58583195
1148	18.5825201
1149	18.57846801
1150	18.57265184
1151	18.56890573
1152	18.56474943
1153	18.56048292
1154	18.55934535
1155	18.5547444
1156	18.54840725
1157	18.54673477
1158	18.54228749
1159	18.53427185
1160	18.52818898
1161	18.52747117
1162	18.52231482
1163	18.51560194
1164	18.51131954
1165	18.50625782
1166	18.5049752
1167	18.50237575
1168	18.49762396
1169	18.49318765
1170	18.48814081
1171	18.48324831
1172	18.47688882
1173	18.47279811
1174	18.47017242
1175	18.46284349
1176	18.45924461
1177	18.45533564
1178	18.45017645
1179	18.44521855
1180	18.43963939
1181	18.43517524
1182	18.42975244
1183	18.42905277
1184	18.42421294
1185	18.4209604
1186	18.41978895
1187	18.41522028
1188	18.41214348
1189	18.40892623
1190	18.40622468
1191	18.40294935
1192	18.40058443
1193	18.39747015
1194	18.39321005
1195	18.38698571
1196	18.38090452
1197	18.37744231
1198	18.37105351
1199	18.36618666
1200	18.35911552
1201	18.35485619
1202	18.35051556
1203	18.34719357
1204	18.34174129
1205	18.33624878
1206	18.33500043
1207	18.32926002
1208	18.32647547
1209	18.32475788
1210	18.32078466
1211	18.3177403
1212	18.31503772
1213	18.31079684
1214	18.30623569
1215	18.30268438
1216	18.29914023
1217	18.29417165
1218	18.29324122
1219	18.29108805
1220	18.28811694
1221	18.28280687
1222	18.27782655
1223	18.27553989
1224	18.27042372
1225	18.26566959
1226	18.25821133
1227	18.25389026
1228	18.24888391
1229	18.24641656
1230	18.24013285
1231	18.23499022
1232	18.23273161
1233	18.22766141
1234	18.22322765
1235	18.21907056
1236	18.21670866
1237	18.21464897
1238	18.20824047
1239	18.20176039
1240	18.19383645
1241	18.18993236
1242	18.18654264
1243	18.18217754
1244	18.17715576
1245	18.17338235
1246	18.17152823
1247	18.16637582
1248	18.16184261
1249	18.15772359
1250	18.15207529
1251	18.15127707
1252	18.14538879
1253	18.1405547
1254	18.13754577
1255	18.13741979
1256	18.13622205
1257	18.13384711
1258	18.12773555
1259	18.12254444
1260	18.12060716
1261	18.11706636
1262	18.11273072
1263	18.10966375
1264	18.10345956
1265	18.10036708
1266	18.09178885
1267	18.08597496
1268	18.08099339
1269	18.07537085
1270	18.07401944
1271	18.07014114
1272	18.06667056
1273	18.06173159
1274	18.05504654
1275	18.05020898
1276	18.04531953
1277	18.04224936
1278	18.03793196
1279	18.03556086
1280	18.03153724
1281	18.02722219
1282	18.02428561
1283	18.02187569
1284	18.01919545
1285	18.01313661
1286	18.00925438
1287	18.00567497
1288	18.0008389
1289	17.99534976
1290	17.99016889
1291	17.98508367
1292	17.97940071
1293	17.97664797
1294	17.97136519
1295	17.96510145
1296	17.96179278
1297	17.96008196
1298	17.95577458
1299	17.95200609
1300	17.94507368
1301	17.94048496
1302	17.9384503
1303	17.93811033
1304	17.93596422
1305	17.93271357
1306	17.92883584
1307	17.9236844
1308	17.92061469
1309	17.91828958
1310	17.91422199
1311	17.90911037
1312	17.90588475
1313	17.90297731
1314	17.89901593
1315	17.89527291
1316	17.89006032
1317	17.88521776
1318	17.87983854
1319	17.87470937
1320	17.87041745
1321	17.86779631
1322	17.86615617
1323	17.86238011
1324	17.85823867
1325	17.85584133
1326	17.84887994
1327	17.84495121
1328	17.84324388
1329	17.83973709
1330	17.83322851
1331	17.82899538
1332	17.82522526
1333	17.81979706
1334	17.81547116
1335	17.81198797
1336	17.808196
1337	17.80373129
1338	17.79745349
1339	17.79354195
1340	17.78850563
1341	17.78754385
1342	17.78377
1343	17.77936657
1344	17.77448191
1345	17.76945988
1346	17.76397361
1347	17.7584434
1348	17.75445997
1349	17.7488983
1350	17.74554096
1351	17.74024296
1352	17.73630363
1353	17.73275507
1354	17.72809212
1355	17.7237796
1356	17.72026119
1357	17.71618296
1358	17.71166959
1359	17.71033888
1360	17.70840202
1361	17.70220756
1362	17.6993774
1363	17.6962613
1364	17.69220396
1365	17.686449
1366	17.68222077
1367	17.67944395
1368	17.67852836
1369	17.67642647
1370	17.67215913
1371	17.66624466
1372	17.66181682
1373	17.65914092
1374	17.65203511
1375	17.6489772
1376	17.6445635
1377	17.64262393
1378	17.63881674
1379	17.63432673
1380	17.62926253
1381	17.62504992
1382	17.62067631
1383	17.61548004
1384	17.61042624
1385	17.60608721
1386	17.60275288
1387	17.59964349
1388	17.59145804
1389	17.58448775
1390	17.58288349
1391	17.5779002
1392	17.57252522
1393	17.56795132
1394	17.5658011
1395	17.56175527
1396	17.55830746
1397	17.55715461
1398	17.55083791
1399	17.54876527
1400	17.54421013
1401	17.5411716
1402	17.53299451
1403	17.52785974
1404	17.52631958
1405	17.52218954
1406	17.5159356
1407	17.51081319
1408	17.50577849
1409	17.50185794
1410	17.49715571
1411	17.49347481
1412	17.49036452
1413	17.48490605
1414	17.47972738
1415	17.47339743
1416	17.47234266
1417	17.46733776
1418	17.46434213
1419	17.46166059
1420	17.4582381
1421	17.45761408
1422	17.45231248
1423	17.44787461
1424	17.44600983
1425	17.44103006
1426	17.43512011
1427	17.42950057
1428	17.4266002
1429	17.42272006
1430	17.42056883
1431	17.41812068
1432	17.41286819
1433	17.40805212
1434	17.40534719
1435	17.40201242
1436	17.39866688
1437	17.39702627
1438	17.39258217
1439	17.38885735
1440	17.38428897
1441	17.37704738
1442	17.3734579
1443	17.36958013
1444	17.36707881
1445	17.36579972
1446	17.36144651
1447	17.35699417
1448	17.35277525
1449	17.34997598
1450	17.34711822
1451	17.34307746
1452	17.34004482
1453	17.33338768
1454	17.33023428
1455	17.3248085
1456	17.32047259
1457	17.3185837
1458	17.31554624
1459	17.31226707
1460	17.30910178
1461	17.30626249
1462	17.30164675
1463	17.29629135
1464	17.29333075
1465	17.28635447
1466	17.28618019
1467	17.28408897
1468	17.28027098
1469	17.27627923
1470	17.27381078
1471	17.272142
1472	17.26801084
1473	17.26402236
1474	17.25951437
1475	17.25709447
1476	17.2536484
1477	17.24777009
1478	17.24475153
1479	17.24138542
1480	17.23790194
1481	17.23450815
1482	17.23165531
1483	17.22771855
1484	17.22334313
1485	17.22051447
1486	17.21920105
1487	17.2152999
1488	17.21301796
1489	17.20877783
1490	17.20706391
1491	17.20284781
1492	17.19879166
1493	17.19479061
1494	17.19021768
1495	17.18730871
1496	17.18303529
1497	17.1788272
1498	17.17551237
1499	17.17241251
1500	17.16910288
1501	17.16471505
1502	17.16013621
1503	17.15711629
1504	17.15184293
1505	17.14883262
1506	17.14484441
1507	17.14178644
1508	17.13689039
1509	17.13318595
1510	17.12870339
1511	17.12422785
1512	17.12152705
1513	17.11834508
1514	17.11356093
1515	17.11348779
1516	17.10896308
1517	17.10660019
1518	17.10364911
1519	17.09844848
1520	17.09206417
1521	17.08705637
1522	17.08611605
1523	17.08397666
1524	17.08183371
1525	17.07789471
1526	17.07535543
1527	17.07075365
1528	17.06665409
1529	17.06420389
1530	17.0613741
1531	17.05615863
1532	17.05298484
1533	17.05025814
1534	17.04849198
1535	17.04456484
1536	17.04045072
1537	17.03435243
1538	17.03111756
1539	17.02699133
1540	17.0241843
1541	17.0195163
1542	17.01503263
1543	17.01101991
1544	17.00763073
1545	17.00212563
1546	17.00019128
1547	16.99687542
1548	16.99501683
1549	16.98976984
1550	16.9865322
1551	16.98498149
1552	16.98423924
1553	16.98409014
1554	16.97876274
1555	16.97558441
1556	16.97240033
1557	16.96805154
1558	16.96617094
1559	16.96514228
1560	16.96120895
1561	16.95541792
1562	16.95224883
1563	16.95117897
1564	16.95008578
1565	16.9462318
1566	16.94328868
1567	16.9416868
1568	16.93725843
1569	16.93717955
1570	16.9336795
1571	16.92989026
1572	16.9281014
1573	16.92444931
1574	16.92340334
1575	16.92104624
1576	16.9173386
1577	16.91445245
1578	16.91077049
1579	16.906714
1580	16.90237346
1581	16.90021258
1582	16.89888548
1583	16.8968444
1584	16.89507254
1585	16.89114
1586	16.88872706
1587	16.88418854
1588	16.87980681
1589	16.87632041
1590	16.87332323
1591	16.8704504
1592	16.86456276
1593	16.86295402
1594	16.85927981
1595	16.85636958
1596	16.85346931
1597	16.85114666
1598	16.84696403
1599	16.84297853
1600	16.83924879
1601	16.83793997
1602	16.8349011
1603	16.83016161
1604	16.82821856
1605	16.82648716
1606	16.82001235
1607	16.81639869
1608	16.81205599
1609	16.80766304
1610	16.80373156
1611	16.80069457
1612	16.79632223
1613	16.79255219
1614	16.78959799
1615	16.78754572
1616	16.78458617
1617	16.77961174
1618	16.77594256
1619	16.77385383
1620	16.77064862
1621	16.76574715
1622	16.75997389
1623	16.75723305
1624	16.75286219
1625	16.74988602
1626	16.74691919
1627	16.74526235
1628	16.74096447
1629	16.73727319
1630	16.73504625
1631	16.73170178
1632	16.7282825
1633	16.72551803
1634	16.72154784
1635	16.71834327
1636	16.7127106
1637	16.70723629
1638	16.70716422
1639	16.70522875
1640	16.70234559
1641	16.6985953
1642	16.6954319
1643	16.69528633
1644	16.69334037
1645	16.69038139
1646	16.6866753
1647	16.6826212
1648	16.67895856
1649	16.67793703
1650	16.67525465
1651	16.67306815
1652	16.67034962
1653	16.66590462
1654	16.66318352
1655	16.65993916
1656	16.65613729
1657	16.65215031
1658	16.64857562
1659	16.64416656
1660	16.63895419
1661	16.6356866
1662	16.63176292
1663	16.63025298
1664	16.62840607
1665	16.62481035
